DRXFDCD,DRXFCLD
72202010.0,Broccoli casserole with noodles
72202020.0,Broccoli casserole with rice
72202030.0,Fried broccoli
72203000.0,"Broccoli, chinese, raw"
72203070.0,"Broccoli, Chinese, cooked"
72302100.0,"Soup, broccoli cheese"
73101010.0,"Carrots, raw"
73101110.0,"Carrots, raw, salad"
73101210.0,"Carrots, raw, salad with apples"
73102190.0,"Carrots, cooked, from restaurant"
73102211.0,"Carrots, fresh, cooked, no added fat"
73102212.0,"Carrots, frozen, cooked, no added fat"
73102213.0,"Carrots, canned, cooked, no added fat"
73102217.0,"Carrots, fresh, cooked with oil"
73102218.0,"Carrots, fresh, cooked with butter or margarine"
73102220.0,"Carrots, NS as to form, cooked"
73102221.0,"Carrots, fresh, cooked, fat added, NS as to fat type"
73102222.0,"Carrots, frozen, cooked, fat added, NS as to fat type"
73102223.0,"Carrots, canned, cooked, fat added, NS as to fat type"
73102224.0,"Carrots, frozen, cooked with oil"
73102225.0,"Carrots, frozen, cooked with butter or margarine"
73102227.0,"Carrots, canned, cooked with oil"
73102228.0,"Carrots, canned, cooked with butter or margarine"
73102241.0,"Carrots, glazed, cooked"
73103010.0,"Carrots, canned, reduced sodium, cooked, no added fat"
73103020.0,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type"
73103021.0,"Carrots, canned, reduced sodium, cooked with oil"
73103022.0,"Carrots, canned, reduced sodium, cooked with butter or margarine"
73105000.0,Beet juice
73105010.0,"Carrot juice, 100%"
73111211.0,"Peas and carrots, fresh, cooked, no added fat"
73111212.0,"Peas and carrots, frozen, cooked, no added fat"
73111213.0,"Peas and carrots, canned, cooked, no added fat"
73111220.0,"Peas and carrots, cooked, NS as to form"
73111221.0,"Peas and carrots, fresh, cooked, fat added"
73111222.0,"Peas and carrots, frozen, cooked, fat added"
73111223.0,"Peas and carrots, canned, cooked, fat added"
73201013.0,"Pumpkin, canned, cooked"
73201020.0,"Pumpkin, cooked"
73302010.0,"Winter squash, raw"
73303010.0,"Winter squash, cooked, no added fat"
73303020.0,"Winter squash, cooked, fat added"
73305020.0,"Squash, winter, souffle"
73401000.0,"Sweet potato, NFS"
73403000.0,"Sweet potato, baked, NS as to fat"
73403010.0,"Sweet potato, baked, no added fat"
73403020.0,"Sweet potato, baked, fat added"
73405000.0,"Sweet potato, boiled, NS as to fat"
73405010.0,"Sweet potato, boiled, no added fat"
73405020.0,"Sweet potato, boiled, fat added"
73406000.0,"Sweet potato, candied"
73407000.0,"Sweet potato, canned, NS as to fat"
73407050.0,"Sweet potato, canned, no added fat"
73407060.0,"Sweet potato, canned, fat added"
73409000.0,"Sweet potato, casserole or mashed"
73410200.0,"Sweet potato fries, NFS"
73410210.0,Sweet potato chips
73410320.0,"Sweet potato fries, frozen"
73410340.0,"Sweet potato fries, from fresh"
73410400.0,"Sweet potato fries, fast food / restaurant"
73410500.0,"Sweet potato fries, school"
73420020.0,Sweet potato tots
73420100.0,"Sweet potato tots, fast food / restaurant"
73420200.0,"Sweet potato tots, school"
73502000.0,"Soup, pumpkin"
74101000.0,"Tomatoes, raw"
74201000.0,"Tomatoes, NS as to form, cooked"
74201001.0,"Tomatoes, fresh, cooked"
74201003.0,"Tomatoes, canned, cooked"
74203010.0,"Tomatoes, scalloped"
74204500.0,"Tomatoes, canned, reduced sodium, cooked"
74205010.0,Fried green tomatoes
74205020.0,"Tomato, green, pickled"
74206000.0,Sun-dried tomatoes
74301100.0,"Tomato juice, 100%"
74301150.0,"Tomato juice, 100%, low sodium"
74302000.0,Tomato juice cocktail
74303000.0,"Tomato and vegetable juice, 100%"
74303100.0,"Tomato and vegetable juice, 100%, low sodium"
74401010.0,Ketchup
74401110.0,"Ketchup, reduced sodium"
74402010.0,Tomato chili sauce
74402100.0,"Salsa, NFS"
74402110.0,"Salsa, pico de gallo"
74402150.0,"Salsa, red"
74402200.0,"Salsa, red, homemade"
74402210.0,Taco sauce
74402250.0,"Enchilada sauce, red"
74402260.0,"Enchilada sauce, green"
74402350.0,"Salsa verde or salsa, green"
74403000.0,Hot Thai sauce
74404010.0,Spaghetti sauce
74404020.0,Spaghetti sauce with added vegetables
74404050.0,"Spaghetti sauce, reduced sodium"
74404060.0,"Spaghetti sauce, fat free"
74404090.0,Vodka sauce with tomatoes and cream
74406010.0,Barbecue sauce
74406060.0,Buffalo sauce
74406100.0,Steak sauce
74406500.0,Cocktail sauce
74410110.0,Puerto Rican seasoning with ham
74420110.0,Puerto Rican seasoning without ham and tomato sauce
74506000.0,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar"
74601000.0,"Soup, tomato"
74601010.0,"Soup, cream of tomato"
74602010.0,"Soup, tomato, canned"
74602200.0,"Soup, tomato, canned / carton, reduced sodium"
74701000.0,Tomato sandwich on white
74701010.0,Tomato sandwich on wheat
75100250.0,"Raw vegetable, NFS"
75100300.0,"Sprouts, NFS"
75100500.0,"Alfalfa sprouts, raw"
75100750.0,Artichoke
75100800.0,"Asparagus, raw"
75101000.0,"Bean sprouts, raw"
75101800.0,"Green beans, raw"
75102500.0,"Beets, raw"
75102600.0,"Broccoflower, raw"
75102750.0,"Brussels sprouts, raw"
75103000.0,"Cabbage, green, raw"
75104000.0,"Cabbage, Chinese, raw"
75105000.0,"Cabbage, red, raw"
75105500.0,"Cactus, raw"
75107000.0,"Cauliflower, raw"
75109000.0,"Celery, raw"
75109010.0,"Fennel bulb, raw"
75109400.0,"Basil, raw"
75109500.0,"Chives, raw"
75109550.0,"Cilantro, raw"
75109600.0,"Corn, raw"
75111000.0,"Cucumber, raw"
75111200.0,"Eggplant, raw"
75111500.0,"Garlic, raw"
75111800.0,"Jicama, raw"
75112000.0,"Kohlrabi, raw"
75113000.0,"Lettuce, raw"
75113060.0,"Lettuce, Boston, raw"
75113080.0,"Lettuce, arugula, raw"
75114000.0,"Mixed salad greens, raw"
75115000.0,"Mushrooms, raw"
75117010.0,"Onions, green, raw"
75117020.0,"Onions, raw"
75119000.0,"Parsley, raw"
75120000.0,"Green peas, raw"
75121000.0,"Peppers, hot, raw"
75122000.0,"Peppers, raw, NFS"
75122100.0,"Peppers, sweet, green, raw"
75122200.0,"Peppers, sweet, red, raw"
75124000.0,"Peppers, banana, raw"
75125000.0,Radish
75127000.0,"Rutabaga, raw"
75127500.0,"Seaweed, raw"
75127750.0,"Snowpeas, raw"
75128000.0,"Summer squash, yellow, raw"
75128010.0,"Summer squash, green, raw"
75129000.0,"Turnip, raw"
75132000.0,Mixed vegetable juice
75132100.0,Celery juice
75140500.0,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing"
75140510.0,Broccoli slaw salad
75140990.0,"Coleslaw, fast food / restaurant"
75141000.0,Coleslaw
75141040.0,"Cabbage salad, NFS"
75141100.0,"Coleslaw, with fruit"
75142000.0,Cucumber and vegetable namasu
75142500.0,"Cucumber salad, made with sour cream dressing"
75142550.0,"Cucumber salad, made with Italian dressing"
75142600.0,Cucumber salad made with cucumber and vinegar
75143000.0,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing"
75143050.0,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"
75143100.0,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
75143200.0,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"
75143300.0,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"
75143350.0,"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing"
75144100.0,"Lettuce, wilted, with bacon dressing"
75145000.0,"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon"
75146000.0,"Greek Salad, no dressing"
75147000.0,"Spinach salad, no dressing"
75148010.0,"Cobb salad, no dressing"
75200700.0,Aloe vera juice drink
75202011.0,"Asparagus, fresh, cooked, no added fat"
75202012.0,"Asparagus, frozen, cooked, no added fat"
75202013.0,"Asparagus, canned, cooked, no added fat"
75202020.0,"Asparagus, NS as to form, cooked"
75202021.0,"Asparagus, fresh, cooked, fat added, NS as to fat type"
75202022.0,"Asparagus, frozen, cooked, fat added, NS as to fat type"
75202023.0,"Asparagus, canned, cooked, fat added, NS as to fat type"
75202027.0,"Asparagus, fresh, cooked with oil"
75202028.0,"Asparagus, fresh, cooked with butter or margarine"
75202031.0,"Asparagus, frozen, cooked with oil"
75202032.0,"Asparagus, frozen, cooked with butter or margarine"
75202034.0,"Asparagus, canned, cooked with oil"
75202035.0,"Asparagus, canned, cooked with butter or margarine"
75203028.0,"Bamboo shoots, cooked"
75204012.0,"Lima beans, from frozen, no added fat"
75204022.0,"Lima beans, from frozen, fat added"
75204023.0,"Lima beans, from canned"
75205005.0,"Green beans, cooked, from restaurant"
75205021.0,"Green beans, fresh, cooked, no added fat"
75205022.0,"Green beans, frozen, cooked, no added fat"
75205023.0,"Green beans, canned, cooked, no added fat"
75205030.0,"Green beans, NS as to form, cooked"
75205031.0,"Green beans, fresh, cooked, fat added, NS as to fat type"
75205032.0,"Green beans, frozen, cooked, fat added, NS as to fat type"
75205033.0,"Green beans, canned, cooked, fat added, NS as to fat type"
75205044.0,"Green beans, fresh, cooked with oil"
75205045.0,"Green beans, fresh, cooked with butter or margarine"
75205047.0,"Green beans, frozen, cooked with oil"
75205048.0,"Green beans, frozen, cooked with butter or margarine"
75205050.0,"Green beans, canned, cooked with oil"
75205051.0,"Green beans, canned, cooked with butter or margarine"
75205120.0,"Green beans, canned, reduced sodium, cooked, no added fat"
75205130.0,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type"
75205131.0,"Green beans, canned, reduced sodium, cooked with oil"
75205132.0,"Green beans, canned, reduced sodium, cooked with butter or margarine"
75205200.0,Fried green beans
75206020.0,"Yellow string beans, cooked"
75207021.0,"Bean sprouts, cooked"
75208011.0,"Beets, fresh, cooked, no added fat"
75208013.0,"Beets, canned, cooked, no added fat"
75208020.0,"Beets, NS as to form, cooked"
75208021.0,"Beets, fresh, cooked, fat added"
75208023.0,"Beets, canned, cooked, fat added"
75208110.0,"Beets, canned, reduced sodium, cooked"
75208310.0,"Bitter melon, cooked"
75208501.0,"Breadfruit, cooked"
75208720.0,"Broccoflower, cooked"
75209011.0,"Brussels sprouts, fresh, cooked, no added fat"
75209012.0,"Brussels sprouts, frozen, cooked, no added fat"
75209020.0,"Brussels sprouts, NS as to form, cooked"
75209021.0,"Brussels sprouts, fresh, cooked, fat added"
75209022.0,"Brussels sprouts, frozen, cooked, fat added"
75209501.0,"Burdock, cooked"
75210010.0,"Cabbage, Chinese, cooked, no added fat"
75210020.0,"Cabbage, Chinese, cooked, fat added"
75211020.0,"Cabbage, green, cooked, no added fat"
75211030.0,"Cabbage, green, cooked, fat added, NS as to fat type"
75211031.0,"Cabbage, green, cooked with oil"
75211032.0,"Cabbage, green, cooked with butter or margarine"
75212020.0,"Cabbage, red, cooked"
75213020.0,"Cabbage, savoy, cooked"
75213110.0,"Cactus, cooked, no added fat"
75213120.0,"Cactus, cooked, fat added"
75214011.0,"Cauliflower, fresh, cooked, no added fat"
75214012.0,"Cauliflower, frozen, cooked, no added fat"
75214020.0,"Cauliflower, NS as to form, cooked"
75214021.0,"Cauliflower, fresh, cooked, fat added, NS as to fat type"
75214022.0,"Cauliflower, frozen, cooked, fat added, NS as to fat type"
75214027.0,"Cauliflower, fresh, cooked with oil"
75214028.0,"Cauliflower, fresh, cooked with butter or margarine"
75214030.0,"Cauliflower, frozen, cooked with oil"
75214031.0,"Cauliflower, frozen, cooked with butter or margarine"
75215020.0,"Celery, cooked"
75215120.0,"Fennel bulb, cooked"
75215511.0,"Christophine, cooked"
75215990.0,"Corn, cooked, from restaurant"
75216111.0,"Corn, fresh, cooked, no added fat"
75216112.0,"Corn, frozen, cooked, no added fat"
75216113.0,"Corn, canned, cooked, no added fat"
75216120.0,"Corn, NS as to form, cooked"
75216121.0,"Corn, fresh, cooked, fat added, NS as to fat type"
75216122.0,"Corn, frozen, cooked, fat added, NS as to fat type"
75216123.0,"Corn, canned, cooked, fat added, NS as to fat type"
75216134.0,"Corn, fresh, cooked with oil"
75216135.0,"Corn, fresh, cooked with butter or margarine"
75216137.0,"Corn, frozen, cooked with oil"
75216138.0,"Corn, frozen, cooked with butter or margarine"
75216141.0,"Corn, canned, cooked with oil"
75216142.0,"Corn, canned, cooked with butter or margarine"
75216153.0,"Corn, creamed"
75216310.0,"Corn, canned, reduced sodium, cooked, no added fat"
75216320.0,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type"
75216321.0,"Corn, canned, reduced sodium, cooked with oil"
75216322.0,"Corn, canned, reduced sodium, cooked with butter or margarine"
75216720.0,"Cucumber, cooked"
75217010.0,"Eggplant, cooked, no added fat"
75217020.0,"Eggplant, cooked, fat added"
75217301.0,"Flowers or blossoms of sesbania, squash, or lily, cooked"
75217400.0,"Garlic, cooked"
75217520.0,"Hominy, cooked"
75218011.0,"Kohlrabi, cooked"
75218400.0,Leeks
75218501.0,"Lotus root, cooked"
75219011.0,"Mushrooms, fresh, cooked, no added fat"
75219020.0,"Mushrooms, NS as to form, cooked"
75219021.0,"Mushrooms, fresh, cooked, fat added, NS as to fat type"
75219023.0,"Mushrooms, canned, cooked"
75219033.0,"Mushrooms, fresh, cooked with oil"
75219034.0,"Mushrooms, fresh, cooked with butter or margarine"
75219100.0,"Mushroom, Asian, cooked, from dried"
75220011.0,"Okra, fresh, cooked, no added fat"
75220012.0,"Okra, frozen, cooked, no added fat"
75220020.0,"Okra, NS as to form, cooked"
75220021.0,"Okra, fresh, cooked, fat added"
75220022.0,"Okra, frozen, cooked, fat added"
75220051.0,"Lettuce, cooked"
75221011.0,"Onions, cooked, no added fat"
75221021.0,"Onions, cooked, fat added"
75221030.0,"Onions, pearl, cooked"
75221061.0,"Onions, green, cooked"
75221160.0,"Palm hearts, cooked"
75222020.0,"Parsnips, cooked"
75223022.0,"Blackeyed peas, from frozen"
75223023.0,"Blackeyed peas, from canned"
75224000.0,"Green peas, cooked, from restaurant"
75224021.0,"Green peas, fresh, cooked, no added fat"
75224022.0,"Green peas, frozen, cooked, no added fat"
75224023.0,"Green peas, canned, cooked, no added fat"
75224030.0,"Green peas, NS as to form, cooked"
75224031.0,"Green peas, fresh, cooked, fat added, NS as to fat type"
75224032.0,"Green peas, frozen, cooked, fat added, NS as to fat type"
75224033.0,"Green peas, canned, cooked, fat added, NS as to fat type"
75224043.0,"Green peas, fresh, cooked with oil"
75224044.0,"Green peas, fresh, cooked with butter or margarine"
75224046.0,"Green peas, frozen, cooked with oil"
75224047.0,"Green peas, frozen, cooked with butter or margarine"
75224049.0,"Green peas, canned, cooked with oil"
75224050.0,"Green peas, canned, cooked with butter or margarine"
75224120.0,"Green peas, canned, reduced sodium, cooked, no added fat"
75224130.0,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type"
75224131.0,"Green peas, canned, reduced sodium, cooked with oil"
75224132.0,"Green peas, canned, reduced sodium, cooked with butter or margarine"
75226020.0,"Peppers, green, cooked"
75226060.0,"Peppers, red, cooked"
75226111.0,"Peppers, hot, cooked"
75226700.0,Pimiento
75228020.0,"Rutabaga, cooked"
75229011.0,"Salsify, cooked"
75230000.0,Sauerkraut
75231011.0,"Snowpeas, fresh, cooked, no added fat"
75231012.0,"Snowpeas, frozen, cooked, no added fat"
75231020.0,"Snowpeas, NS as to form, cooked"
75231021.0,"Snowpeas, fresh, cooked, fat added"
75231022.0,"Snowpeas, frozen, cooked, fat added"
75232000.0,"Seaweed, dried"
75232110.0,"Seaweed, cooked, no added fat"
75232120.0,"Seaweed, cooked, fat added"
75233011.0,"Summer squash, yellow or green, fresh, cooked, no added fat"
75233012.0,"Summer squash, yellow or green, frozen, cooked, no added fat"
75233020.0,"Summer squash, yellow or green, NS as to form, cooked"
75233021.0,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type"
75233022.0,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type"
75233023.0,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type"
75233027.0,"Summer squash, yellow or green, fresh, cooked with oil"
75233028.0,"Summer squash, yellow or green, fresh, cooked with butter or margarine"
75233030.0,"Summer squash, yellow or green, frozen, cooked with oil"
75233031.0,"Summer squash, yellow or green, frozen, cooked with butter or margarine"
75233220.0,"Spaghetti squash, cooked"
75234021.0,"Turnip, cooked"
75235000.0,Water Chesnut
75235750.0,"Winter melon, cooked"
75236000.0,Yeast
75236500.0,Yeast extract spread
75301110.0,"Lima beans and corn, cooked, no added fat"
75301120.0,"Lima beans and corn, cooked, fat added"
75302080.0,"Bean salad, yellow and/or green string beans"
75306998.0,"Peppers and onions, cooked, no added fat"
75307000.0,"Peppers and onions, cooked, fat added"
75310990.0,"Classic mixed vegetables, cooked, from restaurant"
75311012.0,"Classic mixed vegetables, frozen, cooked, no added fat"
75311013.0,"Classic mixed vegetables, canned, cooked, no added fat"
75311020.0,"Classic mixed vegetables, NS as to form, cooked"
75311022.0,"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type"
75311023.0,"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type"
75311027.0,"Classic mixed vegetables, frozen, cooked with oil"
75311028.0,"Classic mixed vegetables, frozen, cooked with butter or margarine"
75311030.0,"Classic mixed vegetables, canned, cooked with oil"
75311031.0,"Classic mixed vegetables, canned, cooked with butter or margarine"
75311110.0,"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat"
75311120.0,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type"
75311121.0,"Classic mixed vegetables, canned, reduced sodium, cooked with oil"
75311122.0,"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine"
75315010.0,"Peas and corn, cooked, no added fat"
75315020.0,"Peas and corn, cooked, fat added"
75316050.0,Ratatouille
75317010.0,"Vegetables, stew type, cooked, fat added"
75317020.0,"Vegetables, stew type, cooked, no added fat"
75330050.0,"Broccoli and cauliflower, cooked, no added fat"
75330060.0,"Broccoli and cauliflower, cooked, fat added"
75330080.0,"Broccoli, cauliflower and carrots, cooked, no added fat"
75330090.0,"Broccoli, cauliflower and carrots, cooked, fat added"
75340010.0,"Asian stir fry vegetables, cooked, no added fat"
75340020.0,"Asian stir fry vegetables, cooked, fat added"
75340200.0,"Jai, Monk's Food"
75365000.0,"Vegetable mixture, dried"
75400500.0,"Artichokes, stuffed"
75403020.0,Green bean casserole
75403200.0,"Green beans, cooked, Szechuan-style"
75409020.0,Fried cauliflower
75410500.0,"Chiles rellenos, cheese-filled"
75410530.0,"Chiles rellenos, filled with meat and cheese"
75410550.0,Stuffed jalapeno pepper
75411010.0,"Corn, scalloped or pudding"
75411020.0,"Fritter, corn"
75412010.0,Fried eggplant
75412030.0,Eggplant dip
75412060.0,"Eggplant parmesan casserole, regular"
75412070.0,Eggplant with cheese and tomato sauce
75414020.0,"Mushrooms, stuffed"
75414030.0,Fried mushrooms
75414500.0,Fried okra
75415022.0,Fried onion rings
75416500.0,Pea salad
75416600.0,Pea salad with cheese
75418010.0,"Fried summer squash, yellow or green"
75418020.0,"Squash, summer, casserole with tomato and cheese"
75418030.0,"Squash, summer, casserole, with rice and tomato sauce"
75418040.0,"Squash, summer, casserole, with cheese sauce"
75418060.0,"Squash, summer, souffle"
75439010.0,"Stew, vegetable"
75439500.0,"Chow mein or chop suey, meatless, no noodles"
75440200.0,Vegetable tempura
75440400.0,Pakora
75440600.0,Vegetable curry
75440610.0,Vegetable curry with rice
75460900.0,"Chow mein or chop suey, meatless, with noodles"
75500110.0,"Green beans, pickled"
75500210.0,"Beets, pickled"
75500510.0,"Celery, pickled"
75501010.0,"Relish, corn"
75502010.0,"Cauliflower, pickled"
75502500.0,"Cabbage, green, pickled"
75502510.0,"Cabbage, red, pickled"
75502520.0,Kimchi
75503010.0,"Pickles, dill"
75503020.0,"Relish, pickle"
75503040.0,"Pickles, sweet"
75503080.0,"Eggplant, pickled"
75503085.0,"Ginger root, pickled"
75503090.0,Horseradish
75505000.0,"Mushrooms, pickled"
75506010.0,Mustard
75506100.0,Honey mustard dip
75507000.0,"Okra, pickled"
75510000.0,"Olives, NFS"
75510010.0,"Olives, green"
75510020.0,"Olives, black"
75510030.0,"Olives, stuffed"
75510050.0,Olive tapenade
75511010.0,Hot pepper sauce
75511020.0,"Peppers, sweet, pickled"
75511040.0,"Peppers, hot, pickled"
75511050.0,"Peppers, jalapenos"
75511100.0,"Pickles, NFS"
75511300.0,"Pickles, fried"
75512010.0,"Radishes, pickled"
75513010.0,"Seaweed, pickled"
75515100.0,"Vegetables, pickled"
75534030.0,"Turnip, pickled"
75534550.0,Wasabi paste
75535000.0,"Zucchini, pickled"
75601100.0,"Soup, borscht"
75604600.0,"Soup, gazpacho"
75607060.0,"Soup, cream of mushroom"
75608100.0,"Soup, French onion"
75611010.0,"Soup, cream of vegetable"
75647000.0,"Soup, seaweed"
75649010.0,"Soup, vegetable, canned"
75649040.0,"Soup, vegetable, canned, reduced sodium"
75649110.0,"Soup, vegetable"
75651000.0,"Soup, minestrone"
75652010.0,"Soup, beef"
75656060.0,"Soup, vegetable, with meat"
76000000.0,"Baby Toddler vegetable, NFS"
76201010.0,"Baby Toddler carrots, Stage 1"
76201040.0,"Baby Toddler carrots, Stage 2"
76205010.0,"Baby Toddler squash, Stage 1"
76205040.0,"Baby Toddler squash, Stage 2"
76209010.0,"Baby Toddler sweet potatoes, Stage 1"
76209040.0,"Baby Toddler sweet potatoes, Stage 2"
76401010.0,"Baby Toddler green beans, Stage 1"
76401040.0,"Baby Toddler green beans, Stage 2"
76403010.0,Baby Toddler beets
76407010.0,"Baby Toddler multiple vegetables, Stage 2"
76407020.0,"Baby Toddler multiple vegetables, Stage 3"
76407050.0,"Baby Toddler vegetables, with grain"
76407080.0,Baby Toddler vegetables and meat
76409010.0,"Baby Toddler peas, Stage 1"
76409040.0,"Baby Toddler peas, Stage 2"
76700000.0,"Toddler meal, NFS"
76702100.0,"Toddler meal, meat and vegetables"
76702200.0,"Toddler meal, rice and vegetables"
76702300.0,"Toddler meal, pasta"
76702400.0,"Toddler meal, pasta and vegetables"
77121010.0,"Fried stuffed potatoes, Puerto Rican style"
77201210.0,"Green plantain with cracklings, Puerto Rican style"
77205610.0,"Ripe plantain meat pie, Puerto Rican style"
77272010.0,Puerto Rican pasteles
77316010.0,"Stuffed cabbage, with meat, Puerto Rican style"
77316510.0,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style"
77316600.0,Eggplant and meat casserole
78101000.0,"Vegetable and fruit juice, 100% juice, with high vitamin C"
78101100.0,"Fruit and vegetable smoothie, with dairy"
78101110.0,"Fruit and vegetable smoothie, added protein"
78101115.0,"Fruit and vegetable smoothie, non-dairy"
78101118.0,"Fruit and vegetable smoothie, non-dairy, added protein"
78101120.0,"Fruit and vegetable smoothie, bottled"
78101125.0,"Fruit and vegetable smoothie, no dairy"
78101130.0,Vegetable smoothie
81100000.0,"Table fat, NFS"
81100500.0,"Butter, NFS"
81101000.0,"Butter, stick"
81101010.0,"Butter, tub"
81101520.0,"Butter, light"
81102000.0,"Margarine, NFS"
81102010.0,"Margarine, stick"
81102020.0,"Margarine, tub"
81103090.0,"Butter replacement, liquid"
81104010.0,"Margarine, light"
81106010.0,"Butter replacement, powder"
81200100.0,"Oil or table fat, NFS"
81201000.0,Animal fat or drippings
81202000.0,Lard
81203000.0,"Shortening, NS as to vegetable or animal"
81204000.0,"Ghee, clarified butter"
81301000.0,Garlic sauce
81301020.0,Lemon-butter sauce
81302010.0,Hollandaise sauce
81302040.0,Sandwich spread
81302050.0,Tartar sauce
81302060.0,Horseradish sauce
81302070.0,Pesto sauce
81308100.0,Fry sauce
81308200.0,"Sauce, NFS"
81312100.0,Curry sauce
81322000.0,Honey butter
82101000.0,"Vegetable oil, NFS"
82101300.0,Almond oil
82101500.0,Coconut oil
82102000.0,Corn oil
82103000.0,Cottonseed oil
82103500.0,Flaxseed oil
82104000.0,Olive oil
82105000.0,Peanut oil
82105500.0,Canola oil
82106000.0,Safflower oil
82107000.0,Sesame oil
82108000.0,Soybean oil
82108500.0,Sunflower oil
82108700.0,Walnut oil
82109000.0,Wheat germ oil
83100100.0,"Salad dressing, NFS, for salads"
83100200.0,"Salad dressing, NFS, for sandwiches"
83101000.0,Blue or roquefort cheese dressing
83101600.0,Bacon and tomato dressing
83102000.0,Caesar dressing
83103000.0,Coleslaw dressing
83104000.0,French or Catalina dressing
83105500.0,Honey mustard dressing
83106000.0,"Italian dressing, made with vinegar and oil"
83107000.0,"Mayonnaise, regular"
83108000.0,Vegan mayonnaise
83109000.0,Russian dressing
83110000.0,Mayonnaise-type salad dressing
83112000.0,Avocado dressing
83112400.0,Creamy Italian dressing
83112950.0,Poppy seed dressing
83112990.0,Sesame dressing
83113500.0,Ranch dressing
83114000.0,Thousand Island dressing
83115000.0,Fruit dressing
83200100.0,"Salad dressing, light, NFS"
83201000.0,"Blue or roquefort cheese dressing, light"
83201500.0,"Creamy Italian dressing, light"
83202020.0,"French or Catalina dressing, light"
83203000.0,"Caesar dressing, light"
83204000.0,"Mayonnaise, light"
83204030.0,"Mayonnaise, reduced fat,  with olive oil"
83204050.0,"Mayonnaise-type salad dressing, light"
83204500.0,"Honey mustard dressing, light"
83205450.0,"Italian dressing, light"
83205560.0,"Ranch dressing, light"
83206500.0,"Sesame dressing, light"
83207000.0,"Thousand Island dressing, light"
83208500.0,Korean dressing or marinade
83300100.0,"Blue or roquefort cheese dressing, fat free"
83300200.0,"Caesar dressing, fat free"
83300250.0,"Creamy Italian dressing, fat free"
83300400.0,"French or Catalina dressing, fat free"
83300500.0,"Honey mustard dressing, fat free"
83300600.0,"Italian dressing, fat free"
83300700.0,"Mayonnaise, fat free"
83300750.0,"Ranch dressing, fat free"
83300900.0,"Salad dressing, fat free, NFS"
83301000.0,"Thousand Island dressing, fat free"
89901000.0,"Bacon, for use with vegetables"
89901002.0,"Ham, for use with vegetables"
89901004.0,"Beef, for use with vegetables"
89901006.0,"Chicken, for use with vegetables"
89901010.0,"Cream sauce, for use with vegetables"
89901020.0,"Cheese sauce, for use with vegetables"
89901030.0,"Gravy, for use with vegetables"
89901040.0,"Soy based sauce, for use with vegetables"
89901050.0,"Tomato sauce, for use with vegetables"
89902000.0,"Avocado, for use on a sandwich"
89902010.0,"Cucumber, for use on a sandwich"
89902020.0,"Lettuce, for use on a sandwich"
89902030.0,"Mushrooms, for use on a sandwich"
89902040.0,"Onions, for use on a sandwich"
89902050.0,"Pepper, for use on a sandwich"
89902060.0,"Spinach, for use on a sandwich"
89902070.0,"Tomatoes, for use on a sandwich"
89902100.0,"Bacon, for use on a sandwich"
91101000.0,"Sugar, NFS"
91101010.0,"Sugar, white, granulated or lump"
91101020.0,"Sugar, white, confectioner's, powdered"
91102010.0,"Sugar, brown"
91104100.0,"Sugar, cinnamon"
91106010.0,Sugar substitute and sugar blend
91107000.0,"Sugar substitute, sucralose, powder"
91108000.0,"Sugar substitute, stevia, powder"
91108010.0,"Sugar substitute, stevia, liquid"
91108020.0,"Sugar substitute, monk fruit, powder"
91200000.0,"Sugar substitute, powder, NFS"
91200005.0,"Sugar substitute, liquid, NFS"
91200040.0,"Sugar substitute, saccharin, powder"
91200110.0,"Sugar substitute, saccharin, liquid"
91201010.0,"Sugar substitute, aspartame, powder"
91300010.0,"Syrup, NFS"
91300100.0,Pancake syrup
91301030.0,Corn syrup
91301050.0,Blueberry syrup
91301080.0,Chocolate syrup
91301081.0,"Chocolate syrup, light"
91301100.0,Simple syrup
91301130.0,Strawberry drink syrup
91301510.0,"Pancake syrup, light"
91302010.0,Honey
91302020.0,Agave liquid sweetener
91303000.0,Molasses
